,user_id,item_id,sentiment,app_name
1856046,AngelicPanda,440.0,2,Team Fortress 2
1856526,AngelicPanda,224260.0,2,No More Room in Hell
1857067,AngelicPanda,113200.0,1,The Binding of Isaac
1857307,fraybae,313340.0,0,Mountain
1857707,fraybae,239160.0,2,Thief
1857947,fraybae,320140.0,2,Absolute Drift
1858367,fraybae,304930.0,0,Unturned
1859467,fraybae,70000.0,0,Dino D-Day
1859707,fraybae,250580.0,0,Paranautical Activity: Deluxe Atonement Edition
1859899,OscarStone,730.0,2,Counter-Strike: Global Offensive
1860059,MonsterImported,235800.0,0,Audiosurf 2
1860139,76561198062230377,363970.0,2,Clicker Heroes
1860980,swiggins,620.0,1,Portal 2
1861420,Animax117,211820.0,2,Starbound
1862320,76561198086146150,252490.0,0,Rust
1863040,ScrubyDubyDoodle,290930.0,2,Half-Life 2: Update
1863400,ohsotoast,311340.0,2,METAL GEAR SOLID V: GROUND ZEROES
1863600,ohsotoast,267530.0,1,The LEGO® Movie - Videogame
1863800,ohsotoast,339800.0,0,HuniePop
1864041,ohsotoast,220.0,0,Half-Life 2
1864181,ohsotoast,252490.0,2,Rust
1864901,ohsotoast,213650.0,1,Dwarfs - F2P
1864945,ohsotoast,4000.0,0,Garry's Mod
1865385,76561198050624870,252490.0,0,Rust
1866105,76561198050624870,211820.0,2,Starbound
1867005,76561198050624870,240.0,2,Counter-Strike: Source
1867145,ManiFoldKinesis,8870.0,1,BioShock Infinite
1867245,ManiFoldKinesis,254700.0,1,resident evil 4 / biohazard 4
1867525,ManiFoldKinesis,260210.0,1,Assassin’s Creed® Liberation HD
1867557,ManiFoldKinesis,292120.0,1,FINAL FANTASY® XIII
1867657,ManiFoldKinesis,319630.0,2,Life is Strange - Episode 1
1867857,ManiFoldKinesis,346110.0,1,ARK: Survival Evolved
1868857,ManiFoldKinesis,207610.0,2,The Walking Dead
1868937,Antecwarrior,8190.0,2,Just Cause 2
1869097,Antecwarrior,209160.0,0,Call of Duty®: Ghosts
1869237,ihatecoathangers,221100.0,2,DayZ
1869477,ihatecoathangers,252490.0,2,Rust
1870197,76561198066363324,211500.0,0,RaceRoom Racing Experience
1870598,76561198066363324,24200.0,2,DC Universe™ Online
1870998,76561198066363324,224600.0,2,Defiance
1871398,76561198066363324,234710.0,0,Poker Night 2
1871450,76561198066363324,263320.0,2,Saturday Morning RPG
1871632,sprocketw,241930.0,0,Middle-earth™: Shadow of Mordor™
1871832,76561198094780411,239820.0,2,Game Dev Tycoon
1872233,76561198045212236,730.0,0,Counter-Strike: Global Offensive
1872393,157645,92800.0,2,SpaceChem
1872521,76561198078439456,113200.0,2,The Binding of Isaac
1872761,Aperturenc,4000.0,2,Garry's Mod
1873201,76561198069180924,47410.0,2,Stronghold Kingdoms
1873442,76561198042492496,232750.0,0,Mars: War Logs
1873572,76561198042492496,227940.0,2,Heroes & Generals
1873892,plasmaluna,24010.0,2,Train Simulator
1874052,plasmaluna,311210.0,2,Call of Duty®: Black Ops III
1874412,plasmaluna,273110.0,0,Counter-Strike Nexon: Zombies
1875052,plasmaluna,313160.0,2,Farming Simulator 15
1875212,plasmaluna,620.0,2,Portal 2
1875652,plasmaluna,4000.0,2,Garry's Mod
1876092,76561198099851380,440.0,2,Team Fortress 2
1876573,76561198099851380,49520.0,2,Borderlands 2
1876813,76561198099851380,255710.0,2,Cities: Skylines
1877094,76561198080081049,8190.0,2,Just Cause 2
1877254,aquasurge7,620.0,2,Portal 2
1877694,aquasurge7,313340.0,2,Mountain
1878094,aquasurge7,221640.0,0,Super Hexagon
1878174,cbfguy,304930.0,0,Unturned
1879274,cbfguy,223710.0,1,Cry of Fear
1879514,cbfguy,226740.0,2,Monster Loves You!
1879964,KuronishiX,49520.0,2,Borderlands 2
1880204,KuronishiX,252490.0,0,Rust
1880924,76561198027233818,440.0,2,Team Fortress 2
1881404,4RCH4NG3Ll,386880.0,1,Rake
1881644,4RCH4NG3Ll,4000.0,1,Garry's Mod
1882084,4RCH4NG3Ll,307170.0,1,Borealis
1882210,archangel147,6000.0,1,STAR WARS™ Republic Commando™
1882291,archangel147,32380.0,2,STAR WARS™ Jedi Knight: Dark Forces II
1882366,archangel147,32400.0,2,STAR WARS™ - Dark Forces
1882390,76561198034565104,730.0,0,Counter-Strike: Global Offensive
1882550,76561198043925310,440.0,0,Team Fortress 2
1883030,76561198107458237,730.0,2,Counter-Strike: Global Offensive
1883191,BestGodamnBirdLawyerInTheWorld,34900.0,1,Bad Rats: the Rats' Revenge
1883251,76561197988814610,276810.0,0,Mordheim: City of the Damned
1883491,95MAY,233450.0,2,Prison Architect
1883851,95MAY,271590.0,2,Grand Theft Auto V
1884011,95MAY,207140.0,1,SpeedRunners
1885212,95MAY,4000.0,2,Garry's Mod
1885653,76561198018152628,230410.0,1,Warframe
1885894,76561198084109041,203160.0,2,Tomb Raider
1886134,76561198084109041,204360.0,2,Castle Crashers®
1887534,76561198084109041,313340.0,2,Mountain
1887934,76561198084109041,4000.0,2,Garry's Mod
1888374,76561198084109041,440.0,2,Team Fortress 2
1888854,argentinasaurus,48700.0,2,Mount & Blade: Warband
1889054,argentinasaurus,218230.0,0,PlanetSide 2
1889234,AriakWolf,285480.0,0,The Entente Gold
1889244,AriakWolf,22100.0,2,Mount & Blade
1889364,AriakWolf,50300.0,2,Spec Ops: The Line
1889684,AriakWolf,204300.0,2,Awesomenauts - the 2D moba
1890645,AriakWolf,224540.0,2,Ace of Spades: Battle Builder
1890925,AriakWolf,236850.0,2,Europa Universalis IV
1891205,AriakWolf,550.0,2,Left 4 Dead 2
1891466,teeethem,730.0,1,Counter-Strike: Global Offensive
1891626,teeethem,252950.0,1,Rocket League®
1892506,76561198005820284,18500.0,2,Defense Grid: The Awakening
1892594,76561197989615671,378720.0,2,Thea: The Awakening
1892756,Archanoid,70300.0,2,VVVVVV
1892836,76561197965640732,346110.0,2,ARK: Survival Evolved
1893836,76561197965640732,323470.0,2,DRAGON BALL XENOVERSE
1893996,76561197965640732,266510.0,2,Hand of Fate
1894302,NoOneYouLike,1250.0,2,Killing Floor
1894502,NoOneYouLike,265630.0,2,Fistful of Frags
1895102,NoOneYouLike,440.0,2,Team Fortress 2
1895582,NoOneYouLike,346900.0,2,AdVenture Capitalist
1895822,NoOneYouLike,346120.0,0,Boring Man - Online Tactical Stickman Combat
1895982,NoOneYouLike,208090.0,0,Loadout
1896403,76561197960288186,261030.0,2,The Walking Dead: Season 2
1896464,Liron-S,22370.0,2,Fallout 3: Game of the Year Edition
1896484,Gypsyisgayfuk,550.0,0,Left 4 Dead 2
1896744,Gypsyisgayfuk,440.0,0,Team Fortress 2
1897224,76561198041366429,242860.0,1,Verdun
1897704,As0asZePikachu,391460.0,2,WARMODE
1897824,As0asZePikachu,302830.0,2,BLOCKADE 3D
1897944,As0asZePikachu,99900.0,0,Spiral Knights
1898906,TwilightAshSparkle,230410.0,2,Warframe
1899146,2571,221100.0,1,DayZ
1899386,2571,206190.0,2,Gunpoint
1899746,2571,232090.0,0,Killing Floor 2
1899987,2571,287980.0,2,Mini Metro
1900228,ghillieboy,339350.0,2,Choice of Robots
1900301,ghillieboy,730.0,2,Counter-Strike: Global Offensive
1900461,ghillieboy,310370.0,2,The Way of Life Free Edition
1900541,ghillieboy,63380.0,0,Sniper Elite V2
1900701,76561198067738015,550.0,2,Left 4 Dead 2
1900962,NiceAhTNT,17080.0,1,Tribes: Ascend
1901044,NiceAhTNT,211820.0,0,Starbound
1901944,asteroidjoe,252950.0,2,Rocket League®
1902824,76561198073144122,105600.0,1,Terraria
1903545,megamilkfurry,275690.0,2,Handsome Jack Doppelganger Pack
1903601,megamilkfurry,49520.0,2,Borderlands 2
1903841,megamilkfurry,238460.0,2,BattleBlock Theater®
1905121,megamilkfurry,363970.0,1,Clicker Heroes
1905961,megamilkfurry,224260.0,2,No More Room in Hell
1906501,76561198057583546,343270.0,2,Disillusions Manga Horror
1906561,Atomic1244,440.0,2,Team Fortress 2
1907041,aubey-is-love-aubey-is-life,730.0,2,Counter-Strike: Global Offensive
1907201,aubey-is-love-aubey-is-life,440.0,2,Team Fortress 2
1907681,Auditore70,219640.0,0,Chivalry: Medieval Warfare
1907961,Auditore70,201230.0,2,EverQuest® II Free-To-Play. Your Way.™
1908052,Auditore70,241720.0,2,Guncraft
1908233,Auditore70,70.0,2,Half-Life
1908293,Auditore70,265630.0,2,Fistful of Frags
1908895,76561198053797376,65980.0,2,Sid Meier's Civilization®: Beyond Earth™
1909015,76561198053797376,327410.0,2,A Bird Story
1909285,76561198053797376,238460.0,2,BattleBlock Theater®
1910565,ThePratama190,620.0,2,Portal 2
1911005,ThePratama190,17390.0,1,SPORE™
1911025,ThePratama190,302970.0,2,Radiant Defense
1911049,ThePratama190,322170.0,2,Geometry Dash
1911249,76561197972911511,730.0,1,Counter-Strike: Global Offensive
1911409,76561197972911511,377160.0,0,Fallout 4
1911490,76561197972911511,330830.0,2,Tales from the Borderlands
1911551,76561197972911511,261640.0,0,Borderlands: The Pre-Sequel
1911791,76561197972911511,49520.0,2,Borderlands 2
1912031,AUSGrizzly,421890.0,0,Avaris 2: The Return of the Empress
1912068,76561198038695064,1250.0,2,Killing Floor
1912268,76561198028298667,45300.0,2,Wings of Prey
1912293,AussieSerpine,252950.0,2,Rocket League®
1913173,AussieSerpine,55230.0,2,Saints Row: The Third
1913293,AussieSerpine,105600.0,0,Terraria
1914013,australiansenior,440.0,0,Team Fortress 2
1914493,australiansenior,234710.0,2,Poker Night 2
1914545,australiansenior,550.0,1,Left 4 Dead 2
1914805,australiansenior,620.0,0,Portal 2
1915246,17101710,12200.0,2,Bully: Scholarship Edition
1915327,17101710,620.0,2,Portal 2
1915767,17101710,209160.0,2,Call of Duty®: Ghosts
1915907,76561198089200630,246620.0,0,Plague Inc: Evolved
1916867,Kuledude28,209870.0,2,Blacklight: Retribution
1917027,Kuledude28,224580.0,0,Arma II: DayZ Mod
1917207,Kuledude28,500.0,0,Left 4 Dead
1917447,av28,273110.0,2,Counter-Strike Nexon: Zombies
1918087,virtueavatar,70300.0,0,VVVVVV
1918167,virtueavatar,105600.0,2,Terraria
1918887,virtueavatar,21660.0,2,Street Fighter® IV
1918918,virtueavatar,440.0,1,Team Fortress 2
1919398,virtueavatar,10150.0,2,Prototype™
1919438,Owlybastard,221100.0,2,DayZ
1919678,Owlybastard,236430.0,2,DARK SOULS™ II
1919879,76561198050868578,282400.0,0,SuperPower 2 Steam Edition
1919935,76561198050868578,239820.0,1,Game Dev Tycoon
1920335,heywhydidyoulookup,322330.0,1,Don't Starve Together
1920755,heywhydidyoulookup,550.0,2,Left 4 Dead 2
1921016,heywhydidyoulookup,47410.0,0,Stronghold Kingdoms
1921256,heywhydidyoulookup,224260.0,0,No More Room in Hell
1921796,heywhydidyoulookup,440.0,2,Team Fortress 2
1922276,heywhydidyoulookup,104700.0,0,Super MNC
1922676,heywhydidyoulookup,213650.0,0,Dwarfs - F2P
1922720,heywhydidyoulookup,200210.0,0,Realm of the Mad God
1923320,AWildWightAppeared,220200.0,2,Kerbal Space Program
1923401,AxeOfChaos,24740.0,2,Burnout Paradise: The Ultimate Box
1923441,AxeOfChaos,105600.0,2,Terraria
1924161,76561197970476149,49520.0,1,Borderlands 2
1924401,ShiftaY,209160.0,0,Call of Duty®: Ghosts
1924541,ShiftaY,8870.0,2,BioShock Infinite
1924642,ay65,730.0,2,Counter-Strike: Global Offensive
1924802,ayanpruggerBR,346900.0,2,AdVenture Capitalist
1925042,Avrixs,209080.0,2,Guns of Icarus Online
1925522,Avrixs,8190.0,2,Just Cause 2
1925683,Lnwza69,238240.0,2,Edge of Space
1926084,commandochou,409160.0,2,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist"
1926312,commandochou,239030.0,0,"Papers, Please"
1926552,commandochou,214490.0,0,Alien: Isolation
1926632,commandochou,105450.0,2,Age of Empires® III: Complete Collection
1926752,commandochou,108710.0,0,Alan Wake
1926952,commandochou,203160.0,2,Tomb Raider
1927194,76561197996426598,212680.0,2,FTL: Faster Than Light
1927314,76561197996426598,48700.0,2,Mount & Blade: Warband
1927514,76561197996426598,207610.0,2,The Walking Dead
1927594,15511551,730.0,2,Counter-Strike: Global Offensive
1927754,15511551,12900.0,1,AudioSurf
1927834,15511551,241600.0,2,Rogue Legacy
1928074,15511551,440.0,2,Team Fortress 2
1928554,76561198022736341,730.0,2,Counter-Strike: Global Offensive
1928715,AzzX,24980.0,2,Mass Effect 2
1928735,AzzX,22350.0,0,BRINK
1928975,AzzX,20920.0,2,The Witcher 2: Assassins of Kings Enhanced Edition
1929095,AzzX,620.0,2,Portal 2
1929535,AzzX,20900.0,2,The Witcher: Enhanced Edition Director's Cut
1929617,76561198066845155,260230.0,2,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™
1929638,alyboxie,319630.0,2,Life is Strange - Episode 1
1929838,alyboxie,238460.0,0,BattleBlock Theater®
1931118,alyboxie,61310.0,2,Fractal: Make Blooms Not War
1931124,alyboxie,440.0,2,Team Fortress 2
1931604,alyboxie,32340.0,2,LOOM™
1931630,76561198085151512,4000.0,2,Garry's Mod
1932070,76561198064135570,351640.0,2,Eternal Senia
1932150,76561198036740385,221260.0,2,Little Inferno
1932210,1800-Ricohut,417860.0,1,Emily is Away
1932510,1800-Ricohut,550.0,0,Left 4 Dead 2
1932770,1800-Ricohut,91600.0,1,Sanctum
1933410,1800-Ricohut,620.0,2,Portal 2
1933850,1800-Ricohut,208650.0,0,Batman™: Arkham Knight
1934090,76561198056942792,265630.0,2,Fistful of Frags
1934690,AciidxWarrior,298630.0,1,The Escapists
1935290,76561198098113275,440.0,1,Team Fortress 2
1935770,TheGarageMan,221100.0,2,DayZ
1936010,TheGarageMan,211820.0,0,Starbound
1936910,TheGarageMan,224260.0,2,No More Room in Hell
1937450,thatdamnplayer,262410.0,2,World of Guns: Gun Disassembly
1937750,thatdamnplayer,355840.0,0,Survarium
1938151,thatdamnplayer,221640.0,0,Super Hexagon
1938231,76561198039957089,251870.0,2,Go! Go! Nippon! ~My First Trip to Japan~
1938270,spiritofsoup,212680.0,2,FTL: Faster Than Light
1938390,spiritofsoup,262060.0,2,Darkest Dungeon®
1938690,76561197973196808,1250.0,1,Killing Floor
1938890,BADDDDGER,440.0,1,Team Fortress 2
1939370,BagGoneWrongGoneSexual,730.0,0,Counter-Strike: Global Offensive
1939531,76561198081332337,261640.0,1,Borderlands: The Pre-Sequel
1939771,76561198055911628,249230.0,2,Risen 3 - Titan Lords
1939879,ballig,270150.0,0,RUNNING WITH RIFLES
1940239,81447,230410.0,1,Warframe
1940479,lone_cow,8930.0,1,Sid Meier's Civilization® V
1940579,BananaCar,212070.0,2,Star Conflict
1941060,BananaCar,313160.0,1,Farming Simulator 15
1941220,BananaChips,620.0,0,Portal 2
1941660,76561198011303077,234710.0,1,Poker Night 2
1941712,Banditx0r,208090.0,2,Loadout
1942132,banjo123,730.0,2,Counter-Strike: Global Offensive
1942292,banjo123,252490.0,2,Rust
1943012,KelvinTradingCockCompany,271590.0,1,Grand Theft Auto V
1943173,KelvinTradingCockCompany,304930.0,2,Unturned
1944273,KelvinTradingCockCompany,550.0,2,Left 4 Dead 2
1944533,Barbozabrasil,227300.0,1,Euro Truck Simulator 2
1944774,76561198068976644,1250.0,2,Killing Floor
1944974,76561198053887236,17080.0,0,Tribes: Ascend
1945054,76561198053887236,105600.0,2,Terraria
1945775,Snifflez,34900.0,2,Bad Rats: the Rats' Revenge
1945835,fui312,440.0,2,Team Fortress 2
1946315,fui312,224540.0,2,Ace of Spades: Battle Builder
1946596,fui312,299360.0,2,Block N Load
1947237,76561198033873460,440.0,2,Team Fortress 2
1947717,batmancomp,440.0,2,Team Fortress 2
1948197,45685748567857,440.0,1,Team Fortress 2
1948677,Batman4040,730.0,2,Counter-Strike: Global Offensive
1948837,76561198071052616,232090.0,0,Killing Floor 2
1949077,76561198069160320,304930.0,1,Unturned
1950177,76561198069160320,231430.0,0,Company of Heroes 2
1950337,76561198069160320,249082.0,1,CoH 2 - Soviet Commander: Soviet Industry Tactics
1950344,76561198069160320,730.0,0,Counter-Strike: Global Offensive
1950504,76561198069160320,105450.0,1,Age of Empires® III: Complete Collection
1950624,76561198069160320,271590.0,0,Grand Theft Auto V
1950785,WhenWeWereYoungggg,99910.0,2,Puzzle Pirates
1951036,76561198036037520,440.0,0,Team Fortress 2
1951516,76561198036037520,730.0,2,Counter-Strike: Global Offensive
1951676,76561198036037520,4000.0,1,Garry's Mod
1952116,76561198056570401,440.0,2,Team Fortress 2
1952596,76561198056570401,620.0,2,Portal 2
1953036,76561198123465149,233450.0,1,Prison Architect
1953396,76561198076076634,440.0,2,Team Fortress 2
1953876,76561198061650250,263400.0,0,War of the Human Tanks
1954074,76561198009053218,4000.0,2,Garry's Mod
1954514,Zamyzam,42910.0,2,Magicka
1954834,BB_CORN,200210.0,2,Realm of the Mad God
1955434,BB_CORN,1250.0,2,Killing Floor
1955634,BB_CORN,99900.0,1,Spiral Knights
1956595,GoodOldJacob,218060.0,2,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien
1956755,GoodOldJacob,306020.0,2,Bloons TD 5
1956965,GoodOldJacob,220.0,2,Half-Life 2
1957105,GoodOldJacob,310370.0,2,The Way of Life Free Edition
1957185,GoodOldJacob,363970.0,2,Clicker Heroes
1958025,GoodOldJacob,12900.0,2,AudioSurf
1958105,YourOwnMax,4000.0,2,Garry's Mod
1958545,YourOwnMax,550.0,0,Left 4 Dead 2
1958805,YourOwnMax,620.0,2,Portal 2
1959245,YourOwnMax,209160.0,1,Call of Duty®: Ghosts
1959385,YourOwnMax,224260.0,1,No More Room in Hell
1959925,YourOwnMax,238460.0,2,BattleBlock Theater®
1961205,YourOwnMax,113204.0,2,Binding of Isaac: Wrath of the Lamb
1961334,swaggggggg,221380.0,0,Age of Empires II HD
1961534,76561198057926017,310080.0,2,Hatoful Boyfriend
1961714,76561198057926017,289130.0,2,Endless Legend™
1962076,76561198082939654,241540.0,0,State of Decay
1962316,76561198082939654,50130.0,2,Mafia II
1962376,76561198082939654,227300.0,0,Euro Truck Simulator 2
1962616,76561198082939654,63380.0,0,Sniper Elite V2
1962776,76561198082939654,440.0,2,Team Fortress 2
1963257,76561198086039782,730.0,1,Counter-Strike: Global Offensive
1963417,76561198080354888,307780.0,0,Mortal Kombat X
1963557,76561198080354888,440.0,2,Team Fortress 2
1964037,76561198080354888,105600.0,2,Terraria
1964757,76561198080354888,322170.0,0,Geometry Dash
1964959,76561198083213265,440.0,2,Team Fortress 2
1965439,76561197968887720,262060.0,0,Darkest Dungeon®
1965740,beepsiren,440.0,0,Team Fortress 2
1966220,bieel123,7670.0,2,BioShock™
1966300,volcanopyre,730.0,2,Counter-Strike: Global Offensive
1966460,76561198083247739,290080.0,2,Life is Feudal: Your Own
1966860,76561198083247739,234670.0,1,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD
1967220,76561198083247739,252490.0,2,Rust
1967940,Bellator1206,204300.0,2,Awesomenauts - the 2D moba
1968900,Bellator1206,211820.0,1,Starbound
1969800,shotmum,304930.0,2,Unturned
1970900,shotmum,440.0,2,Team Fortress 2
1971380,iamericcartman,238460.0,2,BattleBlock Theater®
1972660,76561198046863149,22230.0,1,Rock of Ages
1973080,76561198047421467,4000.0,2,Garry's Mod
1973520,benji2d,203160.0,2,Tomb Raider
1973760,benji2d,108710.0,1,Alan Wake
1973960,infinityhz,282900.0,0,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1
1974160,BennanaBen,108600.0,2,Project Zomboid
1974720,BennanaBen,8190.0,2,Just Cause 2
1974880,BennanaBen,65800.0,2,Dungeon Defenders
1975680,76561198043775789,236850.0,0,Europa Universalis IV
1975960,bennytrev,220200.0,0,Kerbal Space Program
1976040,bennytrev,218230.0,2,PlanetSide 2
1976220,bennytrev,259080.0,2,Just Cause 2: Multiplayer Mod
1976372,76561198073039037,221640.0,2,Super Hexagon
1976452,76561198073039037,393410.0,1,World of Soccer online
1976573,Wing_IKU,105600.0,2,Terraria
1977294,76561198025912095,440.0,1,Team Fortress 2
1977774,76561198041964530,48700.0,2,Mount & Blade: Warband
1977974,76561198095674132,105600.0,2,Terraria
1978694,76561198045540232,20900.0,2,The Witcher: Enhanced Edition Director's Cut
1978775,76561198045540232,238430.0,1,Contagion
1979375,76561198045174821,265630.0,1,Fistful of Frags
1979975,76561198083484293,730.0,2,Counter-Strike: Global Offensive
1980135,Biatchplz,113200.0,0,The Binding of Isaac
1980375,76561198106923993,440.0,2,Team Fortress 2
1980855,76561198106923993,730.0,2,Counter-Strike: Global Offensive
1981017,TTDrak,248820.0,2,Risk of Rain
1981437,bigfoot57,8930.0,2,Sid Meier's Civilization® V
1981537,bigfoot57,105600.0,1,Terraria
1982257,bigfoot57,304930.0,1,Unturned
1983357,bigfoot57,440.0,2,Team Fortress 2
1983838,76561198079330474,48700.0,2,Mount & Blade: Warband
1984038,76561198079330474,208090.0,2,Loadout
1984458,cakeandstuff,247730.0,2,Nether: Resurrected
1984858,PSLOVER9,351800.0,0,Dev Guy
1984888,PSLOVER9,369580.0,2,NotGTAV
1984933,76561198042250524,49520.0,2,Borderlands 2
1985173,williamborowiak,233450.0,2,Prison Architect
1985533,76561198056935561,304930.0,2,Unturned
1986633,76561198056935561,221100.0,1,DayZ
1986875,mossizaza2611,261640.0,1,Borderlands: The Pre-Sequel
1987115,mossizaza2611,440.0,2,Team Fortress 2
1987595,76561198006560154,13600.0,2,Prince of Persia®: The Sands of Time
1987625,76561198065730591,231430.0,1,Company of Heroes 2
1987786,Russia-,4000.0,0,Garry's Mod
1988226,Priv4tejeej,346110.0,2,ARK: Survival Evolved
1989226,76561198065439231,8930.0,2,Sid Meier's Civilization® V
1989326,76561198067170839,4920.0,2,Natural Selection 2
1989806,manuelflynn,207610.0,2,The Walking Dead
1989886,manuelflynn,239820.0,2,Game Dev Tycoon
1990286,76561198104126159,230410.0,2,Warframe
1990526,Mizuotoshi,240.0,2,Counter-Strike: Source
1990666,Mizuotoshi,221380.0,2,Age of Empires II HD
1990866,76561198078833521,265630.0,2,Fistful of Frags
1991466,76561198078833521,8190.0,2,Just Cause 2
1991626,BJEXHOOP,730.0,1,Counter-Strike: Global Offensive
1991786,76561198024889385,227300.0,2,Euro Truck Simulator 2
1992026,bl00dlock,212800.0,2,Super Crate Box
1992087,BlackTheKing,317400.0,1,Portal Stories: Mel
1992387,BlackTheKing,730.0,2,Counter-Strike: Global Offensive
1992547,BlackTheKing,208650.0,1,Batman™: Arkham Knight
1992787,76561198065603460,200210.0,2,Realm of the Mad God
1993387,76561198091133921,730.0,1,Counter-Strike: Global Offensive
1993547,76561198091133921,105600.0,1,Terraria
1994267,noonzy,24240.0,2,PAYDAY™ The Heist
1994387,friendlyBlackm,253710.0,2,theHunter Classic
1994787,friendlyBlackm,284160.0,1,BeamNG.drive
1995087,friendlyBlackm,233720.0,1,Surgeon Simulator
1995327,friendlyBlackm,105600.0,2,Terraria
1996047,friendlyBlackm,99900.0,1,Spiral Knights
1997007,BlackadderV,221380.0,2,Age of Empires II HD
1997207,BlackadderV,8190.0,0,Just Cause 2
1997367,76561198007317042,209000.0,2,Batman™: Arkham Origins
1997607,76561198007317042,440.0,2,Team Fortress 2
1998087,76561198007317042,8930.0,2,Sid Meier's Civilization® V
1998188,76561198007317042,42910.0,0,Magicka
1998508,76561198062271952,250900.0,0,The Binding of Isaac: Rebirth
1998628,BlackBird252L,302270.0,2,Dungeon Defenders Eternity
1999076,BlackFangAU,241930.0,0,Middle-earth™: Shadow of Mordor™
1999276,BlackFangAU,209160.0,2,Call of Duty®: Ghosts
1999416,76561198058156706,104900.0,2,ORION: Prelude
2000457,76561198070943489,107410.0,2,Arma 3
2001297,76561198070943489,221100.0,0,DayZ
2001537,Kevin_F,324570.0,0,Halo: Spartan Strike
2001604,Kevin_F,252950.0,2,Rocket League®
2002484,Kevin_F,440.0,2,Team Fortress 2
2002964,76561198082591639,108600.0,0,Project Zomboid
2003524,76561198082591639,8930.0,2,Sid Meier's Civilization® V
2003624,76561198082591639,219150.0,1,Hotline Miami
2003784,76561198082591639,200260.0,1,Batman: Arkham City - Game of the Year Edition
2003985,VilePurple,225080.0,2,Brothers - A Tale of Two Sons
2004106,wcLorent,236430.0,1,DARK SOULS™ II
2004306,wcLorent,377160.0,0,Fallout 4
2004386,wcLorent,203160.0,0,Tomb Raider
2004627,wcLorent,113020.0,2,Monaco: What's Yours Is Mine
2005827,wallopin-websnappers,323470.0,1,DRAGON BALL XENOVERSE
2005987,wallopin-websnappers,265930.0,0,Goat Simulator
2006528,godblazeyou,209160.0,1,Call of Duty®: Ghosts
2006668,godblazeyou,228400.0,2,Ace Combat Assault Horizon - Enhanced Edition
2006893,76561198084051373,4000.0,1,Garry's Mod
2007333,76561198084051373,440.0,2,Team Fortress 2
2007813,76561198084051373,377160.0,2,Fallout 4
2007893,76561198180009299,346110.0,1,ARK: Survival Evolved
2008893,76561198180009299,55230.0,2,Saints Row: The Third
2009013,76561198180009299,332310.0,1,LEGO® Worlds
2009134,76561198091128519,440.0,0,Team Fortress 2
2009614,76561198091128519,104900.0,0,ORION: Prelude
2010654,76561198091128519,204360.0,2,Castle Crashers®
2012054,BleachedBatman,211820.0,2,Starbound
2012955,MrRoyalRhino,211820.0,2,Starbound
2013855,76561198082494813,211820.0,2,Starbound
2014755,BlindR3alm,91900.0,2,Post Apocalyptic Mayhem
2014828,ooblinkoo,237990.0,2,The Banner Saga
2015248,BlippX1,377160.0,2,Fallout 4
2015328,BlippX1,4000.0,1,Garry's Mod
2015768,BlippX1,107410.0,2,Arma 3
2016608,76561198066905830,4000.0,2,Garry's Mod
2017048,BeyondBlitz,17580.0,2,Dystopia
2017274,Blood_and_Bone,375950.0,0,Viridi
2017362,Bloodknight132,265630.0,0,Fistful of Frags
2017964,bloodspilla,323470.0,1,DRAGON BALL XENOVERSE
2018124,bloodspilla,303390.0,2,Dead Bits
2018209,bloodspilla,250400.0,2,How to Survive
2018749,bloodyjak,211420.0,0,DARK SOULS™: Prepare To Die™ Edition
2018909,bloodyjak,241540.0,0,State of Decay
2019149,bloodyjak,242050.0,2,Assassin’s Creed® IV Black Flag™
2019269,bloodyjak,220240.0,2,Far Cry 3
2019429,bloodyjak,200260.0,1,Batman: Arkham City - Game of the Year Edition
2019630,blue76gaming,270490.0,2,The Forest of Doom
2019714,blue76gaming,96000.0,2,The Tiny Bang Story
2019792,BACONNOMNOM,21690.0,0,Resident Evil™ 5/ Biohazard 5®
2020112,BACONNOMNOM,331440.0,0,bit Dungeon II
2020377,sw00dd00d,236090.0,2,Dust: An Elysian Tail
2020777,76561198070262563,313120.0,0,Stranded Deep
2020897,BlueYuY,252490.0,1,Rust
2021617,BlueYuY,107410.0,2,Arma 3
2022457,BlueYuY,221100.0,1,DayZ
2022697,BlueDragonOfficial,324120.0,2,Verde Station
2022727,BlueDragonOfficial,209670.0,2,Cortex Command
2023207,BlueDragonOfficial,331500.0,1,Executive Assault
2023303,BlueDragonOfficial,225540.0,1,Just Cause™ 3
2023463,BlueDragonOfficial,335330.0,2,Brick-Force
2023584,76561198042163355,24010.0,2,Train Simulator
2023744,76561198042163355,209080.0,1,Guns of Icarus Online
2024224,76561198042163355,301520.0,2,Robocraft
2024944,76561198042163355,251060.0,2,Wargame: Red Dragon
2025024,76561198042163355,44350.0,2,GRID 2
2025312,76561198042163355,208090.0,2,Loadout
2025732,76561198042163355,241540.0,0,State of Decay
2025972,blupear,244930.0,2,SNOW
